NO,등급 인정처,호텔업 구분,결정 등급,등급 결정일,지역,호텔명,객실수,주소,Latitude,Longitude,전화번호,홈페이지
390,한국관광공사,관광호텔업,3성,2019-08-02,부산광역시,베니키아 프리미어 호텔 해운대,166,부산광역시 해운대구 해운대해변로 317  (중동),35.1622264,129.1648161,051-760-7000,http://www.hotelhaeundae.com/
407,한국관광공사,관광호텔업,2성,2019-07-16,부산광역시,리베로 호텔 (구. 호텔 리베라 해운대),91,부산광역시 해운대구 구남로29번길 21  (중동),35.1624373,129.1612486,051-740-2111 ,http://www.liberohotel.co.kr
422,한국관광공사,관광호텔업,5성,2019-07-05,부산광역시,파크 하얏트 부산,269,부산광역시 해운대구 마린시티1로 51  (우동),35.1539774,129.1456473,051-990-1234,http://busan.park@hyatt.com
445,한국관광공사,관광호텔업,2성,2019-06-10,부산광역시,베스트루이스해밀턴호텔 광안점,50,부산광역시 수영구 광안해변로 276  (민락동),35.1556046,129.1240086,051-760-0808,http://www.bestlouishamilton.com
450,한국관광공사,관광호텔업,2성,2019-06-05,부산광역시,브라운도트 호텔 하단점,51,부산광역시 사하구 낙동남로1423번길 47  (하단동),35.1083891,128.9660196,051-201-3994,
467,한국관광공사,관광호텔업,3성,2019-05-20,부산광역시,티티호텔,103,부산광역시 부산진구 새싹로 35  (부전동),35.1641796,129.0625568,051-808-5514,http://www.hoteltt.co.kr
473,한국관광공사,관광호텔업,2성,2019-05-08,부산광역시,동부산 관광호텔,61,부산광역시 기장군 장안읍 장안로 38  ,35.3434217,129.2531467,051-727-9991 ,http://www.dongbusanhotel.com
475,한국관광공사,관광호텔업,3성,2019-05-08,부산광역시,페어필드 바이 메리어트 부산,225,부산광역시 해운대구 해운대해변로 314  (중동),35.1616137,129.1527785,051-749-7773,http://marriott.com/pusfi
487,한국관광공사,관광호텔업,3성,2019-04-18,부산광역시,베니키아 프리미어 마리안느 호텔,127,부산광역시 해운대구 해운대해변로 310  (중동),35.1615294,129.1645654,051-606-0600,http://www.mariannehotel.co.kr
492,한국관광공사,관광호텔업,1성,2019-04-17,부산광역시,프리미엄V,43,부산광역시 수영구 남천바다로33번길 51  (광안동),35.1512045,129.1161549,051-752-6564,
506,한국관광공사,관광호텔업,2성,2019-04-02,부산광역시,소사이어티에스호텔 해운대,72,부산광역시 해운대구 구남로12번길 37  (우동),35.1615303,129.1577946,051-744-0303,http://www.hotelsociety.co.kr
507,한국관광공사,관광호텔업,2성,2019-04-02,부산광역시,부산 신신호텔,63,부산광역시 부산진구 중앙대로743번길 24,35.1598129,129.0590074,051-816-4479,https://www.hotelshinshin.com
544,한국관광공사,관광호텔업,2성,2019-02-15,부산광역시,캐슬 비치 호텔,54,부산광역시 수영구 민락수변로 141  (민락동),35.1564277,129.1346245,051-757-2500,http://castlebeach.co.kr
549,한국관광공사,관광호텔업,2성,2019-02-11,부산광역시,토요코인 서면,308,부산광역시 부산진구 서전로 39  (전포동),35.1579657,129.0640686,051-638-1045,http://www.toyoko-inn.com
552,한국관광공사,관광호텔업,3성,2018-12-28,부산광역시,이비스 앰배서더 부산시티센터,207,부산광역시 부산진구 중앙대로 777  (부전동),35.161672,129.061894,051-930-1150,https://www.ambatel.com/ibis/busan/ko/main.do
554,한국관광공사,관광호텔업,2성,2018-12-28,부산광역시,호텔1,52,부산광역시 수영구 광안해변로 203  (광안동),35.1525118,129.1174009,02-332-5204,http://www.hotel1.me
555,한국관광공사,관광호텔업,2성,2018-12-27,부산광역시,호텔포레 부산역점,47,부산광역시 동구 중앙대로296번길 6  (초량동),35.1226155,129.0446441,051-463-6171,http://www.hotelforet.com/view/index.do?bsnscode=21
572,한국관광공사,관광호텔업,4성,2018-11-26,부산광역시,아스티 호텔 부산,360,부산광역시 동구 중앙대로214번길 7-8  (초량동),35.1161924,129.0413676,051-409-8888,http://www.astihotel.co.kr
580,한국관광공사,관광호텔업,2성,2018-11-07,부산광역시,이비스 버젯 앰배서더 부산 해운대,178,부산광역시 해운대구 해운대해변로209번길 8  (우동),35.1593702,129.1548104,051-901-1111,https://www.ambatel.com/ibisbudget/haeundae/ko/main.do
585,한국관광공사,관광호텔업,2성,2018-10-05,부산광역시,사우스반데코호텔,56,부산광역시 부산진구 서면로 6  (부전동),35.1556577,129.0581568,051-815-5252,http://www.southvandeco.com
594,한국관광공사,관광호텔업,1성,2018-08-13,부산광역시,유엔 송도 호텔,45,부산광역시 서구 충무대로 16  (암남동),35.0773224,129.0162877,051-242-6635,http://www.유엔호텔.kr/
598,한국관광공사,관광호텔업,3성,2018-07-19,부산광역시,호텔포레 프리미어 해운대,66,부산광역시 해운대구 해운대해변로265번길 13-20  (우동),35.1606998,129.1602744,051-743-2853,http://www.hotelforetpremier.com/view/index.do?bsnscode=11&ss_svc_lang_code=kor
606,한국관광공사,관광호텔업,2성,2018-05-30,부산광역시,광장호텔,56,부산광역시 동구 중앙대로214번길 7  (초량동),35.1161924,129.0413676,051-464-3141,http://www.hotelgwangjang
614,한국관광공사,관광호텔업,2성,2018-03-26,부산광역시,토요코인 부산역 1호점,359,부산광역시 동구 중앙대로196번길 12  (초량동),35.1141251,129.0407829,051-466-1045,https://www.toyoko-inn.com/korea/
625,한국관광공사,관광호텔업,2성,2017-12-29,부산광역시,베이하운드호텔,69,부산광역시 영도구 태종로65번길 11  (대교동1가),35.0931507,129.0384545,051-413-1114,http://bayhoundhotel.com
626,한국관광공사,관광호텔업,3성,2017-12-29,부산광역시,스탠포드 인 부산,132,부산광역시 중구 구덕로 53  (남포동5가),35.0977606,129.0295567,051-795-7700,http://www.stanfordbusan.com
638,한국관광공사,관광호텔업,2성,2017-11-24,부산광역시,토요코인 부산역 2호점,491,부산광역시 중구 중앙대로 125  (대창동1가),35.1080021,129.0362307,051-442-1045,http://www.toyoko-inn.com
664,한국관광공사,관광호텔업,1성,2017-03-21,부산광역시,이데아 호텔,52,부산광역시 남구 유엔평화로 35,35.1319787,129.0924437,051-611-6643,http://www.hotelgaden.com/
1,한국관광협회중앙회,관광호텔업,4성,2021-12-28,서울특별시,스탠포드 호텔 서울,239,서울특별시 마포구 월드컵북로58길 15  (상암동),37.5818178,126.8867568,02-6016-0213,http://www.stanfordseoul.com/
2,한국관광협회중앙회,관광호텔업,4성,2021-12-28,서울특별시,코트야드 바이 메리어트 서울 보타닉 파크,262,서울특별시 강서구 마곡중앙12로 10 코트야드 메리어트 서울 보타닉파크 (마곡동),37.5668938,126.8294628,02-6946-7000,http://www.marriott.co.kr/hotels/travel/selcs-courtyard-seoul-botanic-park
4,한국관광협회중앙회,관광호텔업,4성,2021-12-27,서울특별시,레스케이프 호텔,204,서울특별시 중구 퇴계로 67  (회현동1가),37.5584918,126.9806097,02-317-4000,https://lescapehotel.com
9,한국관광협회중앙회,가족호텔업,4성,2021-12-27,서울특별시,프레이저플레이스 센트럴 서울,269,서울특별시 중구 통일로 78 (순화동),37.5625907,126.969776,02-2220-8888,http://fpcs.co.kr/
11,한국관광협회중앙회,관광호텔업,3성,2021-12-27,서울특별시,홀리데이 인 익스프레스 서울 홍대,294,서울특별시 마포구 양화로 188 (동교동),37.5555281,126.9308709,02-768-3000,http://www.hiex-seoulhongdae.com
18,한국관광협회중앙회,소형호텔업,2성,2021-12-16,서울특별시,나무호텔,23,서울특별시 광진구 아차산로76가길 12  (광장동),37.5472365,127.107075,02-456-3271,http://www.namuhotel.com
23,한국관광협회중앙회,관광호텔업,4성,2021-12-13,서울특별시,L7 강남 바이 롯데,333,서울특별시 강남구 테헤란로 415 L7 강남 (삼성동),37.5170861,127.0521798,02-2011-1000,https://www.lottehotel.com/gangnam-l7/ko.html
27,한국관광협회중앙회,관광호텔업,5성,2021-12-08,서울특별시,"조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔",254,서울특별시 강남구 테헤란로 231  (역삼동),37.5030426,127.041588,02-727-7200,https://jpy.josunhotel.com/main.do
28,한국관광협회중앙회,관광호텔업,3성,2021-12-07,서울특별시,롯데시티호텔 김포공항,197,서울특별시 강서구 하늘길 38  (방화동),37.5667733,126.8025118,02-6116-1000,https://www.lottehotel.com/gimpo-city/ko.html/
35,한국관광협회중앙회,관광호텔업,2성,2021-11-22,서울특별시,에이치에비뉴 호텔 이대,94,서울특별시 마포구 신촌로 152  (노고산동),37.5561936,126.9425616,02-702-4577,http://havenue.gamsunglab.com/branch4
36,한국관광협회중앙회,관광호텔업,2성,2021-11-22,서울특별시,호텔 DM,100,서울특별시 종로구 난계로29길 73  (숭인동),37.5740796,127.0222396,02-2236-3144,http://www.hotel-dm.com
37,한국관광협회중앙회,관광호텔업,5성,2021-11-19,서울특별시,(주)호텔 신라,464,서울특별시 중구 동호로 249  (장충동2가),37.5577399,127.0076342,02-2233-3131,https://www.shilla.net/seoul/index.do
38,한국관광협회중앙회,관광호텔업,1성,2021-11-19,서울특별시,써클 호텔 서울,40,서울특별시 마포구 양화로 15 써클호텔 (합정동),37.5488857,126.9107619,02-338-0018,
42,한국관광협회중앙회,가족호텔업,5성,2021-11-12,서울특별시,그랜드 머큐어 앰배서더 호텔 앤 레지던스 서울 용산,196,서울특별시 용산구 청파로20길 95 서울드래곤시티 (한강로3가),37.5318794,126.9629005,02-2223-7000,https://www.seouldragoncity.com/ko/
43,한국관광협회중앙회,가족호텔업,5성,2021-11-12,서울특별시,노보텔 스위트 앰배서더 서울 용산,264,서울특별시 용산구 청파로20길 95 서울드래곤시티 (한강로3가),37.5318794,126.9629005,02-2223-7000,https://sdc-club.com/ko/
48,한국관광협회중앙회,관광호텔업,1성,2021-11-12,서울특별시,호텔 에스,86,서울특별시 강서구 곰달래로 108 (화곡동),37.5301945,126.8446719,02-2602-6002,http://www.s-hotel.co.kr/
50,한국관광협회중앙회,관광호텔업,5성,2021-11-03,서울특별시,몬드리안 서울 이태원 (구. 호텔캐피탈),297,서울특별시 용산구 장문로 1  (이태원동),37.5296388,126.9916353,02-2076-2000,http://mondrian-seoul.com
60,한국관광협회중앙회,관광호텔업,4성,2021-10-15,서울특별시,서울가든호텔,372,서울특별시 마포구 마포대로 58  (도화동),37.5380658,126.9465824,02-710-7111,https://seoulgarden.co.kr/
66,한국관광협회중앙회,관광호텔업,4성,2021-09-10,서울특별시,알로프트서울명동호텔,223,서울특별시 중구 남대문로 56  (명동2가),37.5622456,126.9819711,02-2084-1000,http://www.aloftseoulmyeongdong.com
69,한국관광협회중앙회,관광호텔업,4성,2021-09-01,서울특별시,오라카이 대학로 호텔,232,서울특별시 종로구 율곡로 180  (원남동),37.5756001,126.9970567,02-6353-7700,http://www.orakaihotels.com
70,한국관광협회중앙회,관광호텔업,3성,2021-09-01,서울특별시,호텔 엔트라,92,서울특별시 강남구 도산대로 508  (청담동),37.5239993,127.0484477,02-500-1500,http://www.entrahotel.com
73,한국관광협회중앙회,관광호텔업,5성,2021-08-23,서울특별시,JW 메리어트 동대문스퀘어 서울,170,서울특별시 종로구 청계천로 279  (종로6가),37.5704307,127.0064187,02-2276-3000,http://www.jwmarriottddm.com
80,한국관광협회중앙회,관광호텔업,5성,2021-07-23,서울특별시,그랜드 인터컨티넨탈 서울 파르나스,550,서울특별시 강남구 테헤란로 521 그랜드 인터컨티넨탈 서울 파르나스 (삼성동),37.5088823,127.0608141,02-555-5656,http:// https://www.grandicparnas.com
82,한국관광협회중앙회,관광호텔업,3성,2021-07-14,서울특별시,롯데시티호텔 구로,287,서울특별시 구로구 디지털로 300 지밸리비즈플라자 (구로동),37.4850947,126.8963023,02-6210-1000,https://www.lottehotel.com/guro-city
86,한국관광협회중앙회,관광호텔업,1성,2021-07-12,서울특별시,드어반 호텔,46,서울특별시 강서구 곰달래로24길 35  (화곡동),37.5454891,126.8428208,02-2602-6393,
87,한국관광협회중앙회,관광호텔업,4성,2021-07-07,서울특별시,포포인츠 바이 쉐라톤 조선 서울 명동,375,서울특별시 중구 삼일대로10길 36  (저동2가),37.5656637,126.9894803,02-6466-6000,https://www.josunhotel.com/hotel/fpbsmyeongdong.do
88,한국관광협회중앙회,관광호텔업,2성,2021-07-07,서울특별시,글루호텔,53,서울특별시 종로구 율곡로 228  (이화동),37.575687,127.004005,02-2024-8400,http://gluehotel.com
91,한국관광협회중앙회,관광호텔업,2성,2021-07-07,서울특별시,리치 다이아몬드 호텔,76,서울특별시 강북구 삼양로 500-18  (수유동),37.6475375,127.0155684,02-905-9131,http://http://www.richdiamondhotel.com
92,한국관광협회중앙회,관광호텔업,3성,2021-07-07,서울특별시,신라스테이 서초,305,서울특별시 서초구 효령로 427  (서초동),37.4893591,127.0301365,02-2219-9101,https://www.shillastay.com/seocho/index.do?lang=ko
94,한국관광협회중앙회,관광호텔업,4성,2021-07-07,서울특별시,	코트야드 바이 메리어트 서울 타임스퀘어,283,서울특별시 영등포구 영중로 15  (영등포동4가),37.517007,126.9041419,02-2638-3000,http://www.courtyardseoul.com
95,한국관광협회중앙회,관광호텔업,5성,2021-07-07,서울특별시,페어몬트 앰배서더 서울,326,서울특별시 영등포구 여의대로 108  (여의도동),37.5237584,126.9225703,02-3395-6000,https://www.fairmont.co.kr/seoul/
96,한국관광협회중앙회,관광호텔업,5성,2021-07-07,서울특별시,롯데 호텔 서울,1015,서울특별시 중구 을지로 30  (소공동),37.5633537,126.9812226,02-771-1000,http://www.lottehotel.com
97,한국관광협회중앙회,관광호텔업,5성,2021-07-07,서울특별시,롯데 호텔 월드,482,서울특별시 송파구 올림픽로 240  (잠실동),37.5078953,127.0861619,02-419-7000,https://www.lottehotel.com/world-hotel/ko.html
107,한국관광협회중앙회,관광호텔업,3성,2021-06-17,서울특별시,호텔 미드시티 명동 (구. 에이퍼스트호텔 명동),140,서울특별시 중구 다동길 30  (다동),37.567602,126.9808953,02-3788-5888,https://www.midcity.co.kr/
114,한국관광협회중앙회,관광호텔업,3성,2021-06-08,서울특별시,트레블로지 명동 시티홀 호텔 (구. 호텔 아로파),129,서울특별시 중구 세종대로16길 22  (북창동),37.562425,126.9781136,02-6362-6000,http://www.travelodgemyeongdongcityhall.com
115,한국관광협회중앙회,관광호텔업,1성,2021-06-08,서울특별시,호텔 감,37,서울특별시 강동구 천호대로159길 22-36  (천호동),37.538354,127.1286722,02-486-5600,
120,한국관광협회중앙회,관광호텔업,3성,2021-05-25,서울특별시,호텔 파크하비오,472,"서울특별시 송파구 송파대로 111  (문정동, 파크하비오)",37.482085,127.123578,02-6925-2900,http://www.hotelparkhabio.co.kr/
123,한국관광협회중앙회,관광호텔업,2성,2021-05-25,서울특별시,카파쓰 호텔,48,서울특별시 강남구 언주로89길 21,37.5014581,127.0411348,02-6205-3900,http://www.capace.co.kr
124,한국관광협회중앙회,관광호텔업,5성,2021-05-25,서울특별시,"더 플라자 서울, 오토그래프 컬렉션",410,서울특별시 중구 소공로 119  (태평로2가),37.564636,126.978059,02-771-2200,http://www.hoteltheplaza.com
127,한국관광협회중앙회,관광호텔업,5성,2021-05-12,서울특별시,웨스틴 조선 서울,462,서울특별시 중구 소공로 106  (소공동),37.5644064,126.9796971,02-771-0500,https://www.josunhotel.com/hotel/westinseoul.do
131,한국관광협회중앙회,관광호텔업,3성,2021-05-11,서울특별시,골드리버호텔,109,서울특별시 금천구 서부샛길 584 (가산동),37.4739817,126.881206,02-6021-8100,http://www.goldriverhotel.co.kr
133,한국관광협회중앙회,관광호텔업,1성,2021-05-06,서울특별시,바고 관광호텔,42,서울특별시 강동구 천중로 27  (천호동),37.5444304,127.1355866,02-478-2575,https://hotel.naver.com/hotels/item?hotelid=hotel:vago_tourist_hotel&destination_kor=%eb%b0%94%ea%b3%a0%20%ea%b4%80%ea%b4%91%ed%98%b8%ed%85%94&nxquery=%eb%b0%94%ea%b3%a0%ea%b4%80%ea%b4%91%ed%98%b8%ed%85%94
134,한국관광협회중앙회,관광호텔업,3성,2021-05-06,서울특별시,호텔 페이토 삼성,163,서울특별시 강남구 테헤란로87길 9  (삼성동),37.5084084,127.0586761,02-6936-9700,http://www.peytohotel.com
135,한국관광협회중앙회,관광호텔업,3성,2021-05-04,서울특별시,크라운 호텔,204,서울특별시 용산구 녹사평대로 140  (이태원동),37.5314137,126.9907821,02-797-4111,https://hotelcrown.co.kr/
139,한국관광협회중앙회,관광호텔업,2성,2021-04-23,서울특별시,호텔 베이 204,71,서울특별시 도봉구 도봉로 710  (방학동),37.6622653,127.0431073,02-955-7400,http://www.hotelbay204.com
140,한국관광협회중앙회,관광호텔업,2성,2021-04-23,서울특별시,자딘 호텔,36,서울특별시 영등포구 영신로34길 33,37.5191355,126.9046526,02-2069-0468,
148,한국관광협회중앙회,관광호텔업,2성,2021-03-29,서울특별시,호텔 더 디자이너스 건대,75,서울특별시 광진구 천호대로 521,37.5586155,127.0765753,02-466-7851,http://hotelthedesigners.com/
160,한국관광공사,관광호텔업,3성,2020-11-25,서울특별시,메리골드 호텔,186,서울특별시 마포구 양화로 112  (서교동),37.5532644,126.9197566,02-322-3578,http://www.hotelmarigold.co.kr
167,한국관광공사,관광호텔업,5성,2020-11-20,서울특별시,파크 하얏트 서울,185,서울특별시 강남구 테헤란로 606  (대치동),37.5085791,127.0641676,02-2016-1234,http://parkhyattseoul.com
172,한국관광공사,관광호텔업,2성,2020-11-18,서울특별시,메이커스 호텔,42,서울특별시 종로구 돈화문로11길 33,37.5723767,126.9895062,02-747-5000,https://www.makers-hotel.com/
175,한국관광공사,관광호텔업,2성,2020-11-17,서울특별시,호텔 드씨엘,60,서울특별시 중랑구 동일로 866  (묵동),37.6077376,127.0786593,02-975-9380,
179,한국관광공사,관광호텔업,1성,2020-11-13,서울특별시,호텔부티크나인,86,서울특별시 광진구 천호대로 560 (능동),37.5565205,127.0801392,02-456-1261,https://kdboutique9.modoo.at/
187,한국관광공사,관광호텔업,3성,2020-10-16,서울특별시,호텔 GMS,159,서울특별시 영등포구 경인로 867  (영등포동3가),37.5173782,126.9089033,02-882-2000,
191,한국관광공사,관광호텔업,3성,2020-09-29,서울특별시,도미인 서울 강남,220,서울특별시 강남구 봉은사로 134,37.5056066,127.0294479,02-548-5489,http://www.hotespa.net/hotels/gangnam/ko/
193,한국관광공사,관광호텔업,2성,2020-09-10,서울특별시,토요코인 서울영등포,379,서울특별시 영등포구 신길로 293  (영등포동1가),37.5177659,126.9120418,02-6959-1045,https://www.toyoko-inn.com/korea
194,한국관광공사,관광호텔업,3성,2020-09-08,서울특별시,신라스테이 삼성,309,서울특별시 강남구 영동대로 506 (삼성동),37.5098867,127.0631706,02-2175-9000,https://www.shillastay.com/samsung/index.do?lang=ko
196,한국관광공사,관광호텔업,2성,2020-09-01,서울특별시,호텔루 136,51,서울특별시 은평구 진흥로 136  (녹번동),37.6076782,126.925248,02-386-0300,http://hotelru.kr/
200,한국관광공사,관광호텔업,5성,2020-08-16,서울특별시,시그니엘 서울,235,서울특별시 송파구 올림픽로 300 롯데월드타워 (신천동),37.5137161,127.1051931,02-3213-1000,https://www.lottehotel.com/seoul-signiel/ko.html
204,한국관광공사,관광호텔업,1성,2020-07-31,서울특별시,베니키아 노블 호텔,34,서울특별시 종로구 율곡로6길 13-3,37.5766524,126.9896511,02-742-4025,http://www.noblehotel.co.kr
205,한국관광공사,관광호텔업,2성,2020-07-29,서울특별시,호텔 더 캐슬(방이1),63,서울특별시 송파구 올림픽로32길 7  (방이동),37.5128054,127.1139906,02-412-2600,http://www.hotel-thecastle.com
206,한국관광공사,관광호텔업,2성,2020-07-22,서울특별시,리치웰 호텔,57,서울특별시 강남구 테헤란로37길 13-10  (역삼동),37.5029341,127.0398119,02-553-6655,http://richwellhotel.com/html/main.asp
213,한국관광공사,소형호텔업,1성,2020-07-06,서울특별시,부티크 호텔 XYM,29,서울특별시 송파구 송이로 104  (가락동),37.4968497,127.1213683,02-409-5919,
216,한국관광공사,관광호텔업,2성,2020-07-02,서울특별시,호텔 더 디자이너스 서울역점,100,서울특별시 용산구 한강대로 305,37.5455247,126.9715431,02-703-6200,http://hotelthedesigners.kr/
218,한국관광공사,관광호텔업,2성,2020-06-22,서울특별시,딜라이트 호텔,71,서울특별시 송파구 오금로11길 21-9,37.5153507,127.1092966,02-414-1263,http://www.hoteldelight.co.kr
227,한국관광공사,관광호텔업,2성,2020-05-21,서울특별시,샤이닝 글로리 하우스,69,서울특별시 마포구 희우정로 90  (망원동),37.5536363,126.9028248,02-336-9000,http://www.shininggh.com
240,한국관광공사,관광호텔업,2성,2020-04-10,서울특별시,호텔 컬리넌 역삼,54,서울특별시 강남구 언주로87길 11  (역삼동),37.5013153,127.0420878,02-562-3520,http://cullinanhotel.com
247,한국관광공사,관광호텔업,3성,2020-03-24,서울특별시,더 그랜드 호텔 명동,50,서울특별시 중구 명동8가길 38  (충무로2가),37.5616242,126.9871398,02-777-7905,https://www.thegrandhotel.co.kr
248,한국관광공사,관광호텔업,3성,2020-03-23,서울특별시,파로스 호텔,52,서울특별시 송파구 올림픽로10길 5,37.5082508,127.081234,02-417-2700,https://www.hotelpharos.net/
258,한국관광공사,관광호텔업,2성,2020-02-28,서울특별시,브릭스 호텔,53,서울특별시 은평구 은평로8길 1,37.5998351,126.9212409,02-382-9995,http://www.brickshotel.com
261,한국관광공사,관광호텔업,4성,2020-02-25,서울특별시,호텔 인 9,151,서울특별시 강남구 영동대로 618  (삼성동),37.5154693,127.0600658,02-311-9000,http://www.hotelin9.com
262,한국관광공사,관광호텔업,3성,2020-02-24,서울특별시,아벤트리 호텔 종로,151,서울특별시 종로구 우정국로 46,37.5730642,126.9833239,02-736-1234,http://aventreehotel.com
269,한국관광공사,관광호텔업,5성,2020-02-04,서울특별시,안다즈 서울 강남,241,서울특별시 강남구 논현로 854  (신사동),37.5254876,127.0289201,02-2193-1234,https://www.hyatt.com/ko-kr/hotel/south-korea/andaz-seoul-gangnam/selaz
281,한국관광공사,관광호텔업,1성,2019-12-26,서울특별시,부티크 호텔 XYM,34,서울특별시 강남구 테헤란로 611,37.5095277,127.064253,02-564-5242,
284,한국관광공사,관광호텔업,2성,2019-12-26,서울특별시,호텔 도마,50,서울특별시 중구 퇴계로 216,37.5613088,126.9957894,02-2273-9603,http://www.hoteldoma.com
291,한국관광공사,관광호텔업,3성,2019-12-23,서울특별시,신라스테이 광화문,338,서울특별시 종로구 삼봉로 71  (수송동),37.5728106,126.9807587,02-2233-3131,http://www.shillastay.com/gwanghwamun/index.do
297,한국관광공사,관광호텔업,4성,2019-12-20,서울특별시,롯데 시티 호텔 명동,435,서울특별시 중구 삼일대로 362,37.5636995,126.988412,02-6112-1000,https://www.lottehotel.com/myeongdong-city/ko.html
298,한국관광공사,관광호텔업,2성,2019-12-20,서울특별시,씨엘 관광호텔,50,서울특별시 영등포구 영신로32길 8  (영등포동4가),37.5190464,126.9018451,02-2679-7708,
303,한국관광공사,관광호텔업,3성,2019-12-19,서울특별시,IBC 호텔,100,서울특별시 종로구 난계로 241,37.573209,127.0228748,02-2250-3000,http://www.hotelibc.com
304,한국관광공사,관광호텔업,1성,2019-12-19,서울특별시,호텔 티제이,45,서울특별시 강서구 남부순환로 196  (외발산동),37.5514804,126.8213312,02-2662-6118,
305,한국관광공사,관광호텔업,1성,2019-12-18,서울특별시,고궁호텔,58,서울특별시 종로구 율곡로 164  (원남동),37.5757113,126.996793,02-741-3831,
307,한국관광공사,관광호텔업,5성,2019-12-14,서울특별시,스위스 그랜드 호텔 서울 (구. 그랜드 힐튼 서울),503,서울특별시 서대문구 연희로 353,37.5899987,126.9347452,02-3216-5656 ,http://www.grandhiltonseoul.com
309,한국관광공사,관광호텔업,2성,2019-12-13,서울특별시,호텔 디 아티스트 연신내점,48,서울특별시 은평구 통일로 891  (갈현동),37.6246399,126.9193181,02-353-8911,https://ysntheartist.modoo.at
312,한국관광공사,관광호텔업,3성,2019-12-09,서울특별시,호텔 28,83,서울특별시 중구 명동7길 13,37.5642997,126.9839286,02-774-2828,http://www.hotel28.co.kr/
314,한국관광공사,관광호텔업,1성,2019-12-02,서울특별시,호텔 더 캐슬 신천,68,서울특별시 송파구 올림픽로12길 4-17 (잠실동),37.511044,127.0818061,02-423-4300,http://www.hotel-thecastle.com
316,한국관광공사,관광호텔업,1성,2019-11-29,서울특별시,바티카 호텔,52,서울특별시 종로구 청계천로 341,37.5700827,127.0155315,02-741-7080,https://vaticahotel.modoo.at/
317,한국관광공사,관광호텔업,2성,2019-11-29,서울특별시,동대문 관광호텔,52,서울특별시 종로구 종로 286,37.5708294,127.0103348,02-741-7811,http://www.hoteldongdaemun.com/
320,한국관광공사,관광호텔업,4성,2019-11-29,서울특별시,티마크 그랜드 호텔 명동,576,서울특별시 중구 퇴계로 52  (회현동1가),37.5601427,126.9808396,02-2283-3000,http://tmarkgrandhotel.com
324,한국관광공사,관광호텔업,2성,2019-11-26,서울특별시,셀립 여의,133,서울특별시 영등포구 영등포로 389  (신길동),37.5136705,126.9215685,02-833-8887,https://celib.kr/yeoui
328,한국관광공사,관광호텔업,4성,2019-11-25,서울특별시,포포인츠 바이 쉐라톤 서울 구로 ,202,서울특별시 구로구 디지털로32길 72 (구로동),37.4831293,126.8988591,02-6905-9500,http://www.fourpointsguro.com
331,한국관광공사,관광호텔업,3성,2019-11-21,서울특별시,트레블로지 동대문 호텔,242,서울특별시 중구 동호로 359,37.5664371,127.0020062,02-2160-8888,https://www.travelodgehotels.asia/hotel/travelodge-seoul-dongdaemun/
334,한국관광공사,관광호텔업,5성,2019-11-14,서울특별시,그랜드 하얏트 서울,615,서울특별시 용산구 소월로 322  (한남동),37.5390222,126.9958631,02-797-1234 ,http://www.seoul.grand.hyatt.kr
336,한국관광공사,관광호텔업,1성,2019-11-13,서울특별시,호텔 더 디자이너스 청량리,79,서울특별시 동대문구 왕산로 226,37.5817288,127.0476274,02-957-3300,http://hotelthedesigners.com/cheongnyangni/
337,한국관광공사,관광호텔업,3성,2019-11-13,서울특별시,신라스테이 구로,309,서울특별시 동작구 시흥대로 596,37.485621,126.904518,02-2162-9000,http://www.shillastay.com/guro/index.do
341,한국관광공사,소형호텔업,2성,2019-11-05,서울특별시,부띠끄호텔 영인,25,서울특별시 중구 필동로8길 77  (예장동),37.5556985,126.9942527,02-2275-5018,http://younginn.modoo.at/
345,한국관광공사,관광호텔업,1성,2019-10-30,서울특별시,에이치 에비뉴 호텔 역삼,49,서울특별시 강남구 테헤란로29길 12  (역삼동),37.5024315,127.0387326,02-508-6247,http://h-avenue.com
347,한국관광공사,관광호텔업,4성,2019-10-25,서울특별시,코트야드 메리어트 서울 남대문,400,서울특별시 중구 남대문로 9  (남대문로4가),37.5669197,126.9807117,02-2211-8000,http://marriott.co.kr/selsn
348,한국관광공사,관광호텔업,5성,2019-10-24,서울특별시,JW 메리어트 호텔 서울,379,서울특별시 서초구 신반포로 176,37.5041299,127.0030692,02-6282-6262,
349,한국관광공사,소형호텔업,1성,2019-10-23,서울특별시,호텔 타오,28,서울특별시 은평구 통일로 863-24  (갈현동),37.6204572,126.9194999,02-6220-0700,
350,한국관광공사,소형호텔업,1성,2019-10-22,서울특별시,와이호텔,20,서울특별시 은평구 응암로9길 6-11  (응암동),37.5878546,126.9158839,02-302-0279,
355,한국관광공사,관광호텔업,3성,2019-10-13,서울특별시,호텔 아트리움,139,서울특별시 종로구 창경궁로 106  (인의동),37.5718184,126.9981044,02-767-9800,http://www.hotelatrium.co.kr
362,한국관광공사,관광호텔업,3성,2019-09-30,서울특별시,핸드픽트 호텔,42,서울특별시 동작구 상도로 120  (상도동),37.5011889,126.9335326,02-2229-5499,http://www.handpicked.kr
370,한국관광공사,관광호텔업,3성,2019-09-08,서울특별시,강남 스테이 호텔,52,서울특별시 강남구 논현로87길 15-4  (역삼동),37.4993426,127.0354031,02-568-6200,http://www.stayhotel.com
